Id,Target
ENSG00000012779-ALOX5_0,0
ENSG00000012817-KDM5D_0,3
ENSG00000012822-CALCOCO1_1,25
ENSG00000012822-CALCOCO1_0,25
ENSG00000012983-MAP4K5_0,25 21
ENSG00000013016-EHD3_0,21
ENSG00000013275-PSMC4_0,25
ENSG00000013364-MVP_0,25
ENSG00000013364-MVP_2,25
ENSG00000013364-MVP_1,25
ENSG00000013374-NUB1_0,2
ENSG00000013374-NUB1_1,2
ENSG00000013375-PGM3_0,25 0
ENSG00000013441-CLK1_0,1 0
ENSG00000013503-POLR3B_0,4
ENSG00000013523-ANGEL1_0,0
ENSG00000013561-RNF14_0,25
ENSG00000013573-DDX11_0,19 3
ENSG00000013588-GPRC5A_1,21
ENSG00000013588-GPRC5A_0,21
ENSG00000013619-MAMLD1_0,0
ENSG00000013810-TACC3_2,17 19 25 18
ENSG00000013810-TACC3_1,17 19 25 18
ENSG00000013810-TACC3_0,17 19 25 18
ENSG00000014123-UFL1_0,6
ENSG00000014138-POLA2_0,0
ENSG00000014164-ZC3H3_1,7 0
ENSG00000014164-ZC3H3_0,7 0
ENSG00000014216-CAPN1_0,25
ENSG00000014914-MTMR11_0,19
ENSG00000014919-COX15_0,23
ENSG00000015153-YAF2_0,0
ENSG00000015171-ZMYND11_0,0
ENSG00000015475-BID_0,25
ENSG00000015532-XYLT2_0,25 5
ENSG00000015568-RGPD5_0,1
ENSG00000015592-STMN4_0,7
ENSG00000015676-NUDCD3_0,25 21
ENSG00000016082-ISL1_0,0
ENSG00000016402-IL20RA_0,25
ENSG00000016864-GLT8D1_0,23
ENSG00000017260-ATP2C1_0,7
ENSG00000017483-SLC38A5_0,25 21
ENSG00000017797-RALBP1_0,25 1
ENSG00000018189-RUFY3_0,25
ENSG00000018408-WWTR1_0,25 0 5
ENSG00000018408-WWTR1_1,25 0 5
ENSG00000018510-AGPS_0,8
ENSG00000018510-AGPS_1,8
ENSG00000018610-CXorf56_0,19
ENSG00000018699-TTC27_0,23 2
ENSG00000018869-ZNF582_0,25 0
ENSG00000019102-VSIG2_0,0
ENSG00000019144-PHLDB1_0,0
ENSG00000019169-MARCO_0,7
ENSG00000019186-CYP24A1_1,23 0 21
ENSG00000019186-CYP24A1_0,23 0 21
ENSG00000019582-CD74_0,7
ENSG00000019991-HGF_0,19 25
ENSG00000019995-ZRANB1_0,25 0
ENSG00000020129-NCDN_0,25
ENSG00000020633-RUNX3_0,25
ENSG00000020922-MRE11_1,0
ENSG00000020922-MRE11_0,0
ENSG00000021355-SERPINB1_0,26
ENSG00000021461-CYP3A43_0,25
ENSG00000021574-SPAST_0,25 0
ENSG00000021776-AQR_0,0
ENSG00000021776-AQR_1,0
ENSG00000021826-CPS1_0,2
ENSG00000021826-CPS1_1,2
ENSG00000022267-FHL1_0,25 21
ENSG00000022277-RTFDC1_0,2
ENSG00000022556-NLRP2_0,25 7
ENSG00000022567-SLC45A4_0,21
ENSG00000022840-RNF10_0,23 0
ENSG00000022976-ZNF839_0,0 21
ENSG00000023171-GRAMD1B_0,11 2
ENSG00000023191-RNH1_0,25 0
ENSG00000023191-RNH1_1,25 0
ENSG00000023228-NDUFS1_0,23
ENSG00000023287-RB1CC1_0,25 1
ENSG00000023330-ALAS1_0,23 0
ENSG00000023330-ALAS1_1,23 0
ENSG00000023445-BIRC3_0,25 0
ENSG00000023516-AKAP11_0,25 2 21
ENSG00000023572-GLRX2_1,0
ENSG00000023572-GLRX2_0,0
ENSG00000023608-SNAPC1_0,2
ENSG00000023608-SNAPC1_1,2
ENSG00000023734-STRAP_1,25 0
ENSG00000023734-STRAP_0,25 0
ENSG00000023892-DEF6_0,0
ENSG00000023892-DEF6_1,0
ENSG00000023902-PLEKHO1_0,23
ENSG00000023909-GCLM_1,25 0 21
ENSG00000023909-GCLM_2,25 0 21
ENSG00000023909-GCLM_0,25 0 21
ENSG00000024422-EHD2_0,21
ENSG00000024422-EHD2_1,21
ENSG00000024526-DEPDC1_0,3
ENSG00000024862-CCDC28A_0,25
ENSG00000025039-RRAGD_0,19 0
ENSG00000025156-HSF2_0,0
ENSG00000025293-PHF20_0,0 1 25
ENSG00000025293-PHF20_1,0 1 25
ENSG00000025708-TYMP_0,7 5
ENSG00000025770-NCAPH2_0,0 16
ENSG00000025770-NCAPH2_1,0 16
ENSG00000025772-TOMM34_1,25
ENSG00000025772-TOMM34_0,25
ENSG00000025796-SEC63_0,6
ENSG00000025800-KPNA6_0,25 0
ENSG00000026025-VIM_0,11
ENSG00000026103-FAS_0,21 25
ENSG00000026508-CD44_0,7 21
ENSG00000026508-CD44_2,7 21
ENSG00000026508-CD44_1,7 21
ENSG00000026652-AGPAT4_0,7 2
ENSG00000026652-AGPAT4_1,7 2
ENSG00000027001-MIPEP_1,23
ENSG00000027001-MIPEP_0,23
ENSG00000027075-PRKCH_0,25 21
ENSG00000027075-PRKCH_1,25 21
ENSG00000028116-VRK2_0,6
ENSG00000028203-VEZT_0,0 25
ENSG00000028277-POU2F2_0,0
ENSG00000028277-POU2F2_1,0
ENSG00000028310-BRD9_0,0
ENSG00000028528-SNX1_1,9 10
ENSG00000028528-SNX1_0,9 10
ENSG00000028839-TBPL1_0,0 2
ENSG00000028839-TBPL1_1,0 2
ENSG00000029153-ARNTL2_0,2
ENSG00000029153-ARNTL2_1,2
ENSG00000029363-BCLAF1_0,4
ENSG00000029363-BCLAF1_1,4
ENSG00000029364-SLC39A9_0,6
ENSG00000029993-HMGB3_0,2
ENSG00000030419-IKZF2_0,25 5 0
ENSG00000030582-GRN_0,6 9 10
ENSG00000031003-FAM13B_0,0
ENSG00000031691-CENPQ_1,0
ENSG00000031691-CENPQ_0,0
ENSG00000031698-SARS_0,25
ENSG00000031698-SARS_1,25
ENSG00000031823-RANBP3_1,0
ENSG00000031823-RANBP3_0,0
ENSG00000032219-ARID4A_0,0 25 21
ENSG00000032389-TSSC1_0,2 11
ENSG00000032389-TSSC1_1,2 11
ENSG00000033011-ALG1_0,6 3
ENSG00000033030-ZCCHC8_0,0 5
ENSG00000033030-ZCCHC8_1,0 5
ENSG00000033050-ABCF2_1,25
ENSG00000033050-ABCF2_0,25
ENSG00000033100-CHPF2_0,25 0
ENSG00000033170-FUT8_1,25 7
ENSG00000033170-FUT8_0,25 7
ENSG00000033170-FUT8_2,25 7
ENSG00000033178-UBA6_0,25 0
ENSG00000033327-GAB2_0,21
ENSG00000033627-ATP6V0A1_0,7 25 4
ENSG00000033800-PIAS1_0,14
ENSG00000033867-SLC4A7_0,13 21 25
ENSG00000034152-MAP2K3_0,25 0
ENSG00000034239-EFCAB1_0,0 21
ENSG00000034533-ASTE1_0,6
ENSG00000034693-PEX3_0,8 0
ENSG00000034713-GABARAPL2_0,25 0
ENSG00000035141-FAM136A_0,23
ENSG00000035403-VCL_0,13
ENSG00000035499-DEPDC1B_0,25 7 0
ENSG00000035664-DAPK2_0,7
ENSG00000035681-NSMAF_0,2
ENSG00000035687-ADSS_0,25 21
ENSG00000035720-STAP1_0,0
ENSG00000036054-TBC1D23_0,7
ENSG00000036054-TBC1D23_1,7
ENSG00000036473-OTC_0,23
ENSG00000036549-ZZZ3_1,2
ENSG00000036549-ZZZ3_0,2
ENSG00000037042-TUBG2_0,18
ENSG00000037241-RPL26L1_0,25 6 2
ENSG00000037280-FLT4_1,4 21
ENSG00000037280-FLT4_0,4 21
ENSG00000037637-FBXO42_0,0
ENSG00000037749-MFAP3_0,7 0
ENSG00000037757-MRI1_0,25 3 0
ENSG00000037965-HOXC8_0,14 0
ENSG00000038210-PI4K2B_0,25
ENSG00000038219-BOD1L1_2,0
ENSG00000038219-BOD1L1_3,0
ENSG00000038219-BOD1L1_1,0
ENSG00000038219-BOD1L1_0,0
ENSG00000038358-EDC4_0,26 0
ENSG00000038358-EDC4_1,26 0
ENSG00000038382-TRIO_0,25
ENSG00000039068-CDH1_0,7 21
ENSG00000039319-ZFYVE16_0,25
ENSG00000039319-ZFYVE16_1,25
ENSG00000039523-FAM65A_0,25 7
ENSG00000039560-RAI14_0,12 25
ENSG00000039560-RAI14_1,12 25
ENSG00000039650-PNKP_0,2
ENSG00000040275-SPDL1_0,25
ENSG00000040341-STAU2_0,25 0
ENSG00000040531-CTNS_0,11
ENSG00000040608-RTN4R_0,21 12 13
ENSG00000040933-INPP4A_0,1
ENSG00000041353-RAB27B_0,25 7 21
ENSG00000041357-PSMA4_0,25
ENSG00000041802-LSG1_0,25 5
ENSG00000042062-FAM65C_0,0
ENSG00000042088-TDP1_0,21
ENSG00000042286-AIFM2_0,25
ENSG00000042317-SPATA7_0,25 23 0
ENSG00000042429-MED17_0,0
ENSG00000042445-RETSAT_0,2
ENSG00000042980-ADAM28_0,21 23
ENSG00000043039-BARX2_0,0 25
ENSG00000043093-DCUN1D1_0,25
ENSG00000043143-JADE2_1,0
ENSG00000043143-JADE2_0,0
ENSG00000043355-ZIC2_0,5
ENSG00000043514-TRIT1_0,25 0
ENSG00000044115-CTNNA1_1,21
ENSG00000044115-CTNNA1_0,21
ENSG00000044446-PHKA2_0,0
ENSG00000044459-CNTLN_0,19 25 0
ENSG00000044524-EPHA3_0,25 7 0
ENSG00000044574-HSPA5_0,25
ENSG00000046604-DSG2_1,21
ENSG00000046604-DSG2_0,21
ENSG00000046647-GEMIN8_0,25 0
ENSG00000046651-OFD1_0,14
ENSG00000046774-MAGEC2_0,25 2
ENSG00000046889-PREX2_0,6
ENSG00000047056-WDR37_1,19 25 11
ENSG00000047056-WDR37_0,19 25 11
ENSG00000047188-YTHDC2_0,26 5 0
ENSG00000047230-CTPS2_0,25 0
ENSG00000047249-ATP6V1H_0,12 25
ENSG00000047315-POLR2B_0,0
ENSG00000047346-FAM214A_0,0
ENSG00000047365-ARAP2_0,12 13
ENSG00000047410-TPR_0,1
ENSG00000047410-TPR_2,1
ENSG00000047410-TPR_1,1
ENSG00000047578-KIAA0556_0,4 21
ENSG00000047579-DTNBP1_1,14
ENSG00000047579-DTNBP1_0,14
ENSG00000047597-XK_0,23 0
ENSG00000047617-ANO2_0,21 0
ENSG00000047621-C12orf4_0,5
ENSG00000047644-WWC3_0,12 25
ENSG00000047849-MAP4_1,25 14 21
ENSG00000047849-MAP4_0,25 14 21
ENSG00000047932-GOPC_0,7 25
ENSG00000047932-GOPC_1,7 25
ENSG00000048052-HDAC9_0,0
ENSG00000048140-TSPAN17_0,0
ENSG00000048162-NOP16_0,2
ENSG00000048162-NOP16_1,2
ENSG00000048392-RRM2B_1,25 0
ENSG00000048392-RRM2B_0,25 0
ENSG00000048405-ZNF800_1,25 2
ENSG00000048405-ZNF800_0,25 2
ENSG00000048544-MRPS10_0,12 23
ENSG00000048544-MRPS10_1,12 23
ENSG00000048545-GUCA1A_0,21
ENSG00000048649-RSF1_0,0
ENSG00000048649-RSF1_1,0
ENSG00000048649-RSF1_2,0
ENSG00000048707-VPS13D_0,25 0
ENSG00000048740-CELF2_0,16 14 0
ENSG00000048740-CELF2_1,16 14 0
ENSG00000048828-FAM120A_1,25
ENSG00000048828-FAM120A_0,25
ENSG00000048991-R3HDM1_0,25 0
ENSG00000049167-ERCC8_0,4
ENSG00000049239-H6PD_0,25
ENSG00000049246-PER3_0,25
ENSG00000049249-TNFRSF9_0,2 21
ENSG00000049283-EPN3_0,0
ENSG00000049323-LTBP1_0,25
ENSG00000049449-RCN1_0,6
ENSG00000049540-ELN_0,21
ENSG00000049541-RFC2_0,0 7
ENSG00000049618-ARID1B_1,0
ENSG00000049618-ARID1B_0,0
ENSG00000049656-CLPTM1L_0,6
ENSG00000049759-NEDD4L_0,13
ENSG00000049768-FOXP3_0,0
ENSG00000049769-PPP1R3F_0,0
ENSG00000050030-KIAA2022_0,0
ENSG00000050130-JKAMP_0,0
ENSG00000050327-ARHGEF5_1,25 0 21
ENSG00000050327-ARHGEF5_0,25 0 21
ENSG00000050344-NFE2L3_0,0
ENSG00000050405-LIMA1_0,12 25 13 21
ENSG00000050426-LETMD1_0,23 0
ENSG00000050438-SLC4A8_0,12
ENSG00000050820-BCAR1_0,25 21
ENSG00000051009-FAM160A2_0,23
ENSG00000051108-HERPUD1_0,25 21
ENSG00000051128-HOMER3_0,25 21 26
ENSG00000051128-HOMER3_1,25 21 26
ENSG00000051180-RAD51_0,2 25 23
ENSG00000051180-RAD51_1,2 25 23
ENSG00000051341-POLQ_1,25 7
ENSG00000051341-POLQ_0,25 7
ENSG00000051382-PIK3CB_0,2 0
ENSG00000051596-THOC3_1,0
ENSG00000051596-THOC3_0,0
ENSG00000051825-MPHOSPH9_0,25 21
ENSG00000052126-PLEKHA5_0,25 0
ENSG00000052344-PRSS8_0,25
ENSG00000052723-SIKE1_0,13
ENSG00000052749-RRP12_0,2
ENSG00000052841-TTC17_0,25 21
ENSG00000052850-ALX4_0,0
ENSG00000053108-FSTL4_0,23
ENSG00000053254-FOXN3_0,21
ENSG00000053371-AKR7A2_0,25
ENSG00000053371-AKR7A2_1,25
ENSG00000053372-MRTO4_0,2 1
ENSG00000053524-MCF2L2_0,25 21
ENSG00000053702-NRIP2_0,25 5
ENSG00000053747-LAMA3_0,6
ENSG00000053900-ANAPC4_0,11
ENSG00000054116-TRAPPC3_0,7 25
ENSG00000054118-THRAP3_1,4
ENSG00000054118-THRAP3_2,4
ENSG00000054118-THRAP3_0,4
ENSG00000054148-PHPT1_0,25 5
ENSG00000054219-LY75_0,7
ENSG00000054267-ARID4B_0,0
ENSG00000054277-OPN3_0,0
ENSG00000054282-SDCCAG8_1,19
ENSG00000054282-SDCCAG8_0,19
ENSG00000054356-PTPRN_0,6
ENSG00000054392-HHAT_0,7
ENSG00000054523-KIF1B_0,25 3
ENSG00000054598-FOXC1_0,0 25
ENSG00000054611-TBC1D22A_0,7 0
ENSG00000054654-SYNE2_0,1
ENSG00000054654-SYNE2_1,1
ENSG00000054690-PLEKHH1_0,19
ENSG00000054938-CHRDL2_0,23
ENSG00000054965-FAM168A_0,0
ENSG00000055044-NOP58_1,3
ENSG00000055044-NOP58_0,3
ENSG00000055070-SZRD1_0,25 0
ENSG00000055130-CUL1_0,2
ENSG00000055130-CUL1_1,2
ENSG00000055163-CYFIP2_0,25 21 6
ENSG00000055208-TAB2_0,25
ENSG00000055211-GINM1_0,3 21
ENSG00000055332-EIF2AK2_0,25
ENSG00000055332-EIF2AK2_1,25
ENSG00000055483-USP36_0,4 2
ENSG00000055483-USP36_1,4 2
ENSG00000055609-KMT2C_0,0
ENSG00000055732-MCOLN3_0,25 2
ENSG00000055917-PUM2_0,25
ENSG00000055950-MRPL43_0,23 0
ENSG00000056050-HPF1_0,16 25 14
ENSG00000056097-ZFR_0,0
ENSG00000056277-ZNF280C_0,3
ENSG00000056291-NPFFR2_0,21 12
ENSG00000056487-PHF21B_0,3
ENSG00000056558-TRAF1_0,0
ENSG00000056972-TRAF3IP2_0,7
ENSG00000056998-GYG2_0,25 2
ENSG00000057019-DCBLD2_0,25 7 21
ENSG00000057149-SERPINB3_0,25 21
ENSG00000057252-SOAT1_1,6
ENSG00000057252-SOAT1_0,6
ENSG00000057294-PKP2_0,0
ENSG00000057294-PKP2_1,0
ENSG00000057593-F7_0,23
ENSG00000057657-PRDM1_0,2
ENSG00000057663-ATG5_0,19
ENSG00000057704-TMCC3_0,6
ENSG00000058056-USP13_0,25 0
ENSG00000058063-ATP11B_0,25 18
ENSG00000058085-LAMC2_0,25
ENSG00000058091-CDK14_0,25
ENSG00000058262-SEC61A1_0,6
ENSG00000058272-PPP1R12A_0,12 25
ENSG00000058272-PPP1R12A_1,12 25
ENSG00000058335-RASGRF1_0,7
ENSG00000058335-RASGRF1_1,7
ENSG00000058404-CAMK2B_1,21 25
ENSG00000058404-CAMK2B_0,21 25
ENSG00000058453-CROCC_0,19 21
ENSG00000058600-POLR3E_0,0
ENSG00000058600-POLR3E_1,0
ENSG00000058668-ATP2B4_0,21
ENSG00000058673-ZC3H11A_0,4
ENSG00000058729-RIOK2_0,25 21
ENSG00000058799-YIPF1_0,0
ENSG00000058804-NDC1_0,1 21 12
ENSG00000058866-DGKG_0,21
ENSG00000059122-FLYWCH1_0,5 25 0
ENSG00000059145-UNKL_0,25
ENSG00000059573-ALDH18A1_0,23
ENSG00000059573-ALDH18A1_1,23
ENSG00000059588-TARBP1_0,4
ENSG00000059691-GATB_0,23
ENSG00000059728-MXD1_0,25 23 0
ENSG00000059758-CDK17_0,25 0
ENSG00000059769-DNAJC25_0,25 0
ENSG00000059804-SLC2A3_0,21
ENSG00000059915-PSD_0,25 0 21
ENSG00000060069-CTDP1_0,0
ENSG00000060138-YBX3_0,25
ENSG00000060140-STYK1_0,21
ENSG00000060237-WNK1_0,25
ENSG00000060339-CCAR1_1,7 0
ENSG00000060339-CCAR1_0,7 0
ENSG00000060491-OGFR_0,0
ENSG00000060642-PIGV_0,6 25
ENSG00000060688-SNRNP40_0,4
ENSG00000060718-COL11A1_0,6
ENSG00000060749-QSER1_0,25 0
ENSG00000060762-MPC1_0,23
ENSG00000060762-MPC1_1,23
ENSG00000060971-ACAA1_1,8
ENSG00000060971-ACAA1_0,8
ENSG00000061337-LZTS1_0,2 21
ENSG00000061455-PRDM6_0,0
ENSG00000061492-WNT8A_0,25 21
ENSG00000061676-NCKAP1_0,25
ENSG00000061794-MRPS35_0,25 23
ENSG00000061918-GUCY1B3_0,25
ENSG00000061936-SFSWAP_0,25 21
ENSG00000061936-SFSWAP_1,25 21
ENSG00000061938-TNK2_0,25
ENSG00000061987-MON2_0,3 0
ENSG00000062038-CDH3_0,25
ENSG00000062096-ARSF_0,25
ENSG00000062194-GPBP1_0,25 21
ENSG00000062370-ZNF112_0,19
ENSG00000062485-CS_1,23
ENSG00000062485-CS_0,23
ENSG00000062582-MRPS24_0,0
ENSG00000062598-ELMO2_0,25
ENSG00000062716-VMP1_0,6 2
ENSG00000062822-POLD1_0,0
ENSG00000063015-SEZ6_0,11
ENSG00000063046-EIF4B_0,25
ENSG00000063127-SLC6A16_0,7
ENSG00000063169-GLTSCR1_0,0
ENSG00000063177-RPL18_0,25 6 2
ENSG00000063180-CA11_0,14
ENSG00000063241-ISOC2_0,25 23
ENSG00000063244-U2AF2_1,4 0
ENSG00000063244-U2AF2_0,4 0
ENSG00000063245-EPN1_0,25
ENSG00000063245-EPN1_1,25
